gender,age,education_years,income_level,financial_literacy,numerical_reasoning,risk_preference,social_capital,consistency_score,response_time,answer_changes,session_duration,mobile_usage_score,skipped_questions,expenses,psychometric_score,credit_score,repayment_status
Female,29,7,30579,86,34,34,50,73,102.4882846059401,2,24.24601173978641,32,0,26118,63.0,585,0
Female,52,7,69102,63,31,58,31,32,234.1813463713193,0,16.756949521366458,52,4,71389,41.9,436,0
Male,38,9,97266,92,23,21,32,93,116.35361565357024,3,8.161946332501207,34,3,104420,64.65,559,0
Male,53,7,39782,87,54,8,68,87,41.82068124342618,6,16.09330699677745,88,4,26981,76.4,594,0
Male,34,9,75160,81,80,99,50,90,204.0217227623498,7,21.425254223339408,30,1,47802,69.9,614,0
Female,49,12,28103,44,46,7,28,85,73.84210819331652,5,22.70872431416545,53,4,21033,55.2,541,0
Female,58,5,96080,71,52,93,46,34,183.58248571347252,4,15.841444250031781,80,4,97837,48.7,465,0
Female,23,6,58077,69,32,93,72,81,43.02437809047203,5,10.140920521019122,86,3,18340,56.4,608,0
Female,41,6,33534,20,56,57,100,92,62.198032821893236,6,23.4048890588291,67,0,16283,57.7,601,0
Female,44,16,43636,58,63,94,70,43,136.7127106591632,4,24.679896669681533,20,2,42330,52.85,512,0
Male,37,8,55486,71,21,21,91,89,53.57960529596525,5,9.074296462643199,41,3,39819,65.9,596,0
Female,42,13,99096,95,57,94,46,80,217.72617913739722,7,9.327152712780956,72,1,95790,66.25,616,0
Male,19,6,38435,59,56,39,59,90,189.9738122537128,1,17.615106070049844,61,3,31565,64.65,588,0
Male,26,16,38152,79,78,27,81,99,105.63706240403397,7,17.076307630228982,51,0,36260,82.45,635,0
Male,45,15,63952,92,88,45,77,100,159.50408287934067,2,18.007129182223235,53,1,40591,86.65,740,1
Female,55,17,24638,88,37,68,34,91,183.10534705062045,7,13.390914446508742,30,2,7587,62.15,632,0
Female,20,16,21396,39,67,80,58,22,191.07983772558237,2,8.855832244837833,27,2,17955,43.55,504,0
Female,37,13,45494,21,100,51,89,48,119.13519089757561,1,17.8659694370124,98,4,31738,59.15,589,0
Male,23,11,31783,28,85,10,27,40,219.76004414723857,6,10.574574688241878,33,4,34538,50.7,412,0
Male,56,14,10403,58,68,21,54,73,228.35694600939493,0,13.801404920590127,57,1,4121,65.0,635,0
Male,50,12,69052,49,77,46,82,25,79.14305024520348,4,17.901636014216553,81,2,54939,56.65,578,0
Male,18,5,28838,73,54,88,50,30,222.2477599478219,5,11.544271568163207,48,0,15600,50.1,527,0
Male,54,17,43919,77,97,12,61,89,182.53610220046835,4,17.221866666211234,92,1,30825,83.1,687,1
Male,23,9,82895,63,95,99,85,46,217.62761282747644,1,20.15020894192878,39,4,29732,64.7,660,1
Female,51,13,52995,62,77,44,60,96,124.95085364877768,7,9.11826670513332,64,4,52401,71.65,589,0
Female,32,16,27614,29,26,74,20,79,172.2395083140521,1,18.531029686541608,83,4,27978,36.6,335,0
Female,43,8,80593,67,28,68,93,92,87.07595565044922,5,16.66038322753187,34,3,55874,62.65,627,0
Female,31,6,5100,36,88,77,52,91,190.22035047933812,1,9.65653753554457,94,2,1870,61.1,636,0
Male,24,10,99191,24,23,21,56,46,156.34670062941825,3,20.00787027298909,50,3,75872,38.45,497,0
Male,48,6,66720,89,51,66,76,51,136.18902237788038,2,13.285125330065437,44,1,35317,64.45,649,0
Female,41,7,75514,93,24,34,30,52,178.5363220545861,4,11.099047177220898,94,3,24163,55.4,675,1
Male,48,12,15988,83,75,31,66,24,150.46905422531148,0,12.801741470968247,21,2,15408,65.25,582,0
Female,46,7,85067,85,75,37,85,28,193.0709744346169,6,17.285404635031057,60,1,34301,68.9,677,1
Female,59,6,82167,90,63,57,23,32,211.68721336304858,3,17.86095655044461,91,2,85462,56.9,528,0
Female,49,10,82229,23,91,39,96,25,200.1212608909807,2,10.884075581003529,21,2,68289,55.15,593,0
Male,34,7,43148,47,32,87,96,93,101.50132630218442,6,23.922824065373028,72,0,17882,56.4,568,0
Female,31,5,18823,57,23,91,74,55,235.22384271272713,3,13.59204132398084,85,0,9656,45.85,519,0
Female,57,16,29696,85,71,20,31,69,169.9482525825037,7,12.560941014320022,91,0,32110,69.7,516,0
Female,53,7,16629,86,94,48,85,80,104.69329521677345,2,11.174287787338454,52,4,13616,83.25,633,0
Male,41,10,8856,79,34,96,56,67,48.516175055320964,1,10.048962111120478,44,3,6072,54.4,495,0
Male,44,7,36051,66,20,91,42,30,237.61928194056497,7,24.695392565974956,20,0,38331,38.0,300,0
Female,42,13,71611,44,84,38,74,36,159.8034786885545,7,19.47030722941194,40,1,23226,58.7,694,1
Male,49,11,91333,85,30,60,38,21,85.5080525013687,6,21.379522437790904,71,4,55420,46.9,599,0
Male,35,9,38469,98,80,99,86,26,138.22476022353595,7,14.825278859533869,79,0,36722,67.6,571,0
Male,35,6,78721,86,82,9,42,76,119.50809605619031,0,15.048384983143153,67,3,83767,76.9,602,0
Male,54,13,98377,88,57,100,23,50,230.2730479394958,7,24.777159254849167,86,4,91222,54.1,538,0
Male,43,9,77372,59,88,39,37,78,138.53218903485643,1,11.411734250521075,24,4,62657,66.95,636,0
Male,26,11,51072,69,64,57,31,65,136.9335330981205,4,13.557851895051833,46,1,20575,58.65,647,0
Male,52,13,95132,59,93,88,54,100,198.9199415444569,4,11.317746180446319,47,2,69393,70.25,633,0
Male,25,8,48406,56,89,44,46,98,118.18231293273126,4,12.804608327834448,33,1,36775,71.15,626,0
Male,37,13,92754,88,87,16,62,26,79.30366967535033,7,19.280761242542056,25,3,89287,71.05,648,0
Male,59,5,40017,36,23,67,97,33,193.67974038585268,6,13.251586670173205,33,3,33424,41.0,499,0
Female,39,16,15705,81,90,9,86,28,222.02172759010134,4,22.883891816257503,38,3,15333,74.4,576,0
Female,36,10,24606,60,67,61,88,28,49.14524976592013,7,8.827059325614545,20,4,18812,57.45,511,0
Male,47,6,91911,95,28,88,83,21,211.98001218261953,3,14.030260380883039,81,3,37537,53.35,631,0
Female,45,12,97469,61,66,31,71,35,127.57263916349613,0,22.63201911899249,48,1,87664,59.35,671,1
Female,52,9,78654,50,79,71,36,21,97.82669557588954,0,18.563432342024942,59,4,63626,47.25,581,0
Male,28,7,40319,52,71,41,52,98,47.836067433095195,6,21.10632886197854,26,1,23325,66.65,595,0
Male,48,6,97185,62,52,44,91,89,81.10455397152228,4,13.50198186649408,63,0,92875,68.65,680,1
Male,56,12,62254,86,77,75,71,42,106.57396018369201,2,14.278182206612517,93,0,62663,66.6,542,0
Female,53,11,50318,57,67,20,54,47,54.13684851838646,1,23.09989035129677,89,0,44638,59.35,608,0
Female,47,13,7214,60,24,26,39,62,77.7580129907331,4,20.74282921702029,32,1,4957,49.65,541,0
Male,40,12,79070,82,46,29,100,82,187.36808848042563,2,14.532430361693446,96,2,43286,74.6,718,1
Male,36,15,54869,59,60,73,64,36,177.37216324658928,5,11.661090174982892,91,1,26494,52.2,611,0
Male,29,8,40228,49,20,84,96,55,193.96778344785076,0,9.806929680970562,36,0,38798,46.7,516,0
Female,32,6,49696,66,70,0,87,38,73.05155606469619,1,22.651075538584426,41,2,40781,67.95,618,0
Female,48,17,8255,41,35,8,69,24,48.60603330558849,0,19.860018624886003,24,4,6707,45.4,494,0
Female,54,6,32841,74,51,2,77,42,133.71797424781886,0,18.32481609968537,28,3,15118,64.7,620,0
Female,54,6,10334,62,66,52,49,38,108.55694702143073,3,21.20199318308322,100,2,7693,54.85,557,0
Male,32,15,82817,80,42,41,89,20,195.34661599075696,1,23.554820237160712,89,0,90270,57.75,566,0
Male,46,16,45522,93,34,18,21,46,147.7653518458937,3,20.947017416160328,72,2,29923,56.95,589,0
Male,43,10,44708,51,45,5,98,62,226.23606198088487,5,15.151208758230325,88,3,33144,63.15,579,0
Male,19,11,70150,23,56,6,53,44,52.2412781923624,6,10.999993695965953,50,4,70205,47.05,473,0
Female,37,16,35697,64,74,42,71,73,112.73527305862608,4,20.135011041369488,65,1,35661,68.75,597,0
Female,32,10,15722,91,21,79,35,25,121.04812028706516,1,12.19426283549989,22,2,5547,44.9,604,0
Male,21,6,70480,39,95,35,62,100,65.1778868120058,2,21.304427288854562,37,0,72050,71.25,568,0
Male,39,8,21029,90,38,67,83,95,156.60317629835004,7,13.758420083676837,74,3,17346,71.25,577,0
Female,55,7,70550,84,51,81,46,44,48.04048894581659,0,10.665122863032154,38,2,40492,55.55,597,0
Male,40,15,82042,79,88,95,84,93,182.54502571039433,0,12.328999929045724,81,2,74943,77.4,641,0
Female,43,17,13208,45,74,95,32,65,47.48863215310456,3,12.532849785275943,33,2,9122,50.3,487,0
Male,28,8,97693,92,75,81,59,78,214.6944111887015,7,14.439621033026384,37,0,72146,72.7,651,1
Male,45,9,80507,42,48,38,51,74,53.00539431573024,5,12.373937035844897,80,2,65226,53.25,614,0
Male,19,11,93719,59,55,42,86,43,131.26988296901112,3,11.834477481995133,87,2,88578,58.75,639,0
Male,25,13,93499,21,90,36,33,94,71.07707976437177,7,14.659731107602415,59,4,63334,58.95,622,0
Male,46,15,13127,45,72,27,77,43,66.62444903008556,7,22.757703559993978,80,0,6663,58.95,589,0
Male,28,6,52782,97,58,49,65,22,184.24313783959363,5,9.197749397535544,63,2,41692,62.85,588,0
Male,54,12,20646,81,95,38,94,59,194.85020838850184,3,13.036084832964914,57,3,22241,80.15,532,0
Female,35,7,95891,63,30,1,78,39,187.8398174169898,1,17.559243000357355,60,1,36242,55.8,725,1
Female,31,13,88744,50,95,36,84,88,120.7983702529566,0,22.86616497958852,22,1,27095,75.35,782,1
Female,27,14,27713,45,49,100,52,96,238.15720742578208,7,12.830240939822083,33,4,16921,52.75,472,0
Female,52,16,37267,24,98,65,65,89,107.99378351730113,5,13.928621183270508,39,0,27400,62.75,600,0
Female,26,8,8864,89,91,18,73,85,89.05591222905278,5,21.565161939630116,98,3,6282,85.6,647,0
Male,52,7,81197,54,72,68,85,88,239.30108432925243,2,14.332800431252334,47,0,44826,67.75,675,1
Male,28,14,37559,35,93,43,23,98,235.45536105602665,5,22.47641456679697,95,1,39312,62.5,488,0
Female,29,10,80858,50,27,12,73,27,158.3671948969476,6,15.739605458049583,74,3,40034,46.9,600,0
Male,20,14,77246,33,39,21,23,74,81.80783565730096,5,17.67464199050345,55,1,30737,45.8,679,1
Female,56,17,36362,44,31,6,36,56,87.69976978394111,1,17.534976427192245,86,1,17416,46.95,594,0
Female,31,13,37380,98,86,1,99,92,144.1770890185553,6,10.02820491379441,55,0,14121,94.05,850,1
Male,45,11,69994,94,69,61,92,91,195.22064085320727,0,14.034023117455888,88,2,68362,81.35,688,1
Male,28,8,46284,90,31,77,93,33,55.49082888060731,4,12.106952101561088,58,4,28753,57.6,565,0
Male,56,7,84922,37,73,88,90,67,177.5340801074715,4,19.611361098880757,33,3,81908,57.45,570,0
Female,42,14,83874,69,99,89,92,86,60.62216986490299,6,23.871996226795535,36,4,67968,77.55,605,0
Male,38,8,60277,39,73,4,74,51,208.82214888196629,3,11.611134123057948,27,3,40966,60.85,585,0
Female,27,7,20316,75,93,19,67,55,146.42364444926284,5,9.55143072135059,32,1,7757,74.9,678,1
Female,32,16,29463,21,38,53,68,24,237.93881809386824,6,16.61204237558409,91,3,9714,35.5,468,0
Female,36,7,80739,45,33,75,42,98,190.59644644563406,3,14.644225988958965,75,3,60222,50.15,593,0
Male,39,16,9888,42,71,62,46,37,139.44573147620696,3,8.60720115874615,60,0,4548,48.45,567,0
Male,38,17,98728,51,97,35,44,30,68.23542988825965,0,23.667567897688194,71,4,64610,58.65,651,1
Female,49,13,16325,32,41,94,43,93,148.47913054718865,3,23.9825613640404,70,4,17257,45.5,369,0
Male,40,8,24088,32,23,80,99,23,62.88894722244687,2,22.457018759202484,96,3,9802,36.8,466,0
Male,30,13,79922,36,78,15,99,39,221.0324799764179,2,12.768833354756527,36,2,69152,61.45,626,0
Male,22,16,81803,77,53,56,39,24,86.01354985812785,4,10.081275076528105,44,2,38420,51.4,642,0
Female,21,14,20419,46,83,63,72,82,213.0733360368231,1,18.07240517744002,94,4,10060,65.45,595,0
Female,45,9,96016,36,37,9,93,73,100.78051133346128,5,12.785731049340487,80,3,77861,57.7,628,0
Male,31,11,58749,57,50,98,45,84,84.37971345260578,0,11.429203271001878,53,4,23775,53.35,570,0
Female,25,9,50854,33,61,96,79,96,100.84722774566735,1,18.902181150794995,64,0,31027,56.6,593,0
Male,26,5,7904,33,93,98,21,32,181.51083144800546,3,20.75643250008622,48,1,4775,42.9,493,0
Male,52,6,83966,31,22,50,22,98,145.04311379882762,0,16.96380440962536,31,0,55774,42.7,616,0
Male,54,15,68556,88,74,26,75,92,61.49449747662202,7,13.439899801317924,59,1,38034,81.95,716,1
Male,38,9,85535,87,29,6,85,22,67.41180345186926,3,16.712856447040124,60,3,44366,59.9,641,0
Female,35,10,93855,74,90,90,44,21,115.70593452730022,1,18.195511546456174,85,3,86868,56.5,596,0
Female,50,11,25700,82,41,40,87,31,107.7087036627367,4,8.882101698312702,90,0,9349,60.1,657,1
Female,25,6,32633,48,42,75,34,75,210.34708228120277,2,15.544833375939493,74,0,31975,47.5,548,0
Male,34,14,89644,64,95,96,26,77,154.45063809796466,2,18.171621347196826,70,2,87018,62.65,608,0
Male,48,13,29055,23,32,12,90,71,77.34299721763588,2,10.201244709248323,95,0,30394,51.4,462,0
Male,51,10,23642,35,59,65,60,34,45.668599830172404,0,15.630216473921404,99,4,11626,44.55,544,0
Female,23,6,58014,85,32,2,79,20,60.472621115938615,3,13.894385370894014,50,1,59934,59.15,500,0
Male,39,6,63274,42,70,10,63,91,180.08233668199225,7,22.75404276277117,98,2,41782,66.75,619,0
Female,31,7,8646,87,83,4,52,90,209.41945340555418,2,16.319562200075026,33,4,7323,82.25,590,0
Female,20,5,18173,39,32,59,85,64,196.5076005809931,3,15.246685763412657,77,4,17835,49.35,511,0
Female,29,13,12025,36,48,1,42,35,197.9750951150182,2,12.145986721639932,28,0,4209,46.0,599,0
Female,53,14,17549,71,90,91,83,36,92.19218921621358,1,24.27700576552782,100,2,5752,64.35,644,0
Female,29,15,19853,25,66,76,25,49,237.81720636966008,6,24.33973620337638,65,3,9161,39.95,420,0
Female,19,8,55423,58,45,98,82,56,57.281707362116805,4,14.234833150213872,50,3,41489,52.35,540,0
Male,19,9,66156,53,89,63,62,37,204.21906737237296,3,23.793683706251997,53,0,61027,58.55,600,0
Male,32,11,16326,73,42,12,44,95,59.363454789571506,0,18.51621663487677,62,1,15026,66.8,576,0
Female,40,5,8463,84,94,53,27,30,93.50626093921369,2,21.277801425144492,38,0,8585,63.45,488,0
Female,46,7,32163,48,75,11,56,79,139.08280563338093,1,9.527390338823048,55,1,23964,66.25,630,0
Male,34,7,19075,60,38,17,78,78,50.66815415279929,2,8.362268257510483,20,4,14271,63.1,533,0
Female,49,6,99245,82,69,17,47,89,118.83426908864497,7,16.73931959519217,83,2,35998,75.0,761,1
Female,24,12,48315,51,54,16,72,45,110.02287643897355,4,9.29043894512677,34,3,44073,57.0,572,0
Male,47,9,21010,85,68,38,90,99,169.43441635267794,6,23.158902624033367,53,4,14380,82.0,637,0
Female,45,5,71433,64,65,85,74,57,183.60268604392033,5,21.94259169153509,75,0,33356,59.45,620,0
Female,31,16,5605,36,89,12,55,28,58.09906008615487,2,20.15216572171372,56,2,2242,55.7,581,0
Female,47,6,41445,62,72,44,81,92,47.61369576684792,4,8.533740676105243,73,3,41915,72.75,511,0
Male,34,5,42315,85,50,18,34,65,195.1782644730161,3,15.79168660681066,67,4,32207,64.3,570,0
Male,49,10,13652,87,41,87,73,63,145.5982774198468,4,9.327545988503665,25,0,10847,61.2,530,0
Male,23,13,37229,53,86,18,80,61,146.92735070661368,1,23.7869215879688,30,1,18339,69.8,651,1
Female,41,15,35530,20,27,20,73,92,236.1433342416772,5,18.414515736690632,73,2,26301,50.1,537,0
Female,23,11,54101,42,38,23,88,88,127.54830634992048,1,10.661048641761518,43,1,23113,60.6,639,0
Male,44,9,90950,25,50,29,48,42,79.23850429439612,3,17.530356126971053,24,2,57762,42.7,604,0
Female,35,16,98439,35,51,91,100,53,176.12822788112763,0,10.01505929550352,92,1,48911,49.75,640,0
Female,41,17,85266,21,98,47,46,41,203.13561228262625,7,10.47650477522623,49,4,36941,51.2,626,0
Female,54,7,42924,95,74,34,100,88,140.47215563448688,6,9.37625050485212,94,3,40330,86.2,663,1
Female,41,16,43541,46,50,58,87,84,178.36291799356013,1,22.819399325519996,95,0,36110,60.35,629,0
Female,55,16,69658,38,86,16,31,45,142.78628103109293,3,17.276568901131753,39,3,65455,54.95,576,0
Male,51,12,61327,47,70,47,42,74,121.47045168502525,5,13.574368380706648,84,2,59409,58.0,590,0
Female,57,14,98434,54,93,97,69,34,46.855584787397696,6,8.011523108540379,80,1,60222,56.9,612,0
Male,32,8,48654,87,46,54,94,85,74.7485164004131,6,16.02442459354412,51,3,44029,73.3,598,0
Female,28,13,20930,68,67,8,95,72,135.95349781512198,3,16.717146502818583,35,0,18568,75.0,608,0
Male,39,9,8518,26,62,76,92,98,119.305714751735,1,13.721625401546559,60,0,4236,59.1,609,0
Female,41,10,35982,56,70,13,46,30,208.57675363281342,3,16.233521243732362,93,3,30632,55.9,554,0
Male,18,9,11775,44,88,25,78,77,61.68918517897356,3,9.712287822485433,28,1,12275,69.8,484,0
Female,35,14,28990,60,94,51,28,61,50.02550691856155,2,23.675047234699868,54,2,24602,62.8,577,0
Male,29,16,10378,100,90,84,52,100,57.42745355331587,3,12.391789680220029,72,4,5831,81.9,610,0
Female,45,15,51402,81,91,43,89,88,175.6185339311865,7,24.1244679750696,69,1,44285,83.7,669,1
Male,57,11,44441,60,100,83,70,52,158.89469553455473,1,16.37893979327658,80,4,33997,65.6,562,0
Female,24,11,76980,33,69,10,59,63,166.44406561585407,1,22.564324300547966,46,3,72713,57.6,623,0
Male,40,5,84712,73,80,50,25,26,71.38429182330253,1,17.81248838586819,38,3,43830,55.85,650,1
Male,38,6,30060,21,60,41,23,98,143.27055359899106,2,22.35506735440933,64,3,12919,50.25,588,0
Female,51,11,79915,98,70,61,22,71,193.53400620519776,1,8.172351519869759,29,2,51626,68.3,665,1
Female,28,12,51993,67,97,34,32,32,176.77527250338846,6,11.170070180580424,44,3,41648,62.15,578,0
Male,39,8,98104,70,43,63,45,51,127.7375609709925,3,14.016382590255379,79,1,37027,52.4,719,1
Female,59,10,27765,74,49,94,53,58,60.700102668925965,4,13.034275328339259,20,1,14176,54.6,532,0
Male,52,15,64053,31,71,17,96,97,214.13004278519543,7,24.094417481853533,70,2,27774,69.15,643,0
Male,46,16,28196,88,69,13,72,82,145.24086836879684,6,14.70940080961514,87,0,25833,79.55,614,0
Male,59,14,20468,20,76,48,66,39,217.93215195907328,2,24.525917313530993,73,4,17675,47.9,510,0
Female,45,7,99385,78,81,68,27,35,127.7400222656023,7,19.06725361746217,54,1,79541,57.9,635,0
Male,35,11,13174,92,98,16,95,49,87.40260498752109,4,22.20436823692313,87,1,8832,84.55,652,1
Male,31,15,50820,53,72,20,27,38,101.48260204823215,7,14.695540656843018,88,3,33438,53.55,577,0
Female,35,7,24098,65,87,13,38,93,123.6298654798898,0,11.231297904696294,66,0,17203,74.25,651,1
Female,45,15,77582,78,96,2,93,91,162.84462663800193,5,8.857780029618214,87,3,74076,89.35,717,1
Female,41,11,9186,85,88,30,51,97,193.78219765119695,4,19.15888679716426,47,2,7137,81.55,644,0
Female,25,16,21722,38,50,88,40,94,88.52812637045935,3,24.520592345559,85,4,19488,49.9,486,0
Male,59,15,76504,47,95,46,83,49,77.54438413243928,2,10.010370468987002,30,4,38937,65.5,652,1
Male,25,16,45452,59,49,43,42,53,80.53175580153322,1,21.11982170184622,100,3,31007,52.55,584,0
Male,21,15,33270,76,29,16,90,58,226.89995580230342,1,14.19841255583188,43,4,26759,63.55,566,0
Male,44,12,53311,70,63,89,61,68,72.78977074121714,4,24.8888702693001,96,4,29433,60.6,571,0
Female,53,7,46129,41,25,80,54,24,109.14865210795287,4,22.790616376770934,72,0,33008,33.45,455,0
Male,22,6,11387,87,46,55,21,62,137.1735240564961,4,11.923039500835861,36,1,11069,57.65,553,0
Male,50,16,29394,27,39,82,90,66,151.24069712423272,3,21.017860862509522,63,2,10637,46.35,574,0
Female,51,10,81827,79,39,26,95,78,211.61702868082466,1,20.481907671684265,64,0,77505,70.7,665,1
Male,47,8,35093,84,31,70,71,88,62.576768687830516,5,20.97803210086124,27,0,27460,64.2,593,0
Male,25,12,61636,55,68,89,36,36,61.60267863264052,0,9.407990163458605,83,3,38769,47.2,563,0
Male,56,17,73146,90,71,68,28,38,103.28192997682129,3,21.760079254982482,31,3,54786,59.75,612,0
Male,43,6,40241,48,29,1,71,65,122.64029150470603,5,12.444353658163152,83,3,31579,55.2,570,0
Male,54,8,59407,84,24,79,22,75,114.75513239315652,1,18.037185363378864,45,2,54926,51.6,575,0
Male,51,6,33337,75,83,61,41,45,118.38036119372602,1,9.961850352989053,35,3,31393,62.3,580,0
Female,24,6,9804,23,77,74,73,85,210.29100021550306,1,17.488119916578917,79,1,8745,56.7,548,0
Female,57,6,39058,91,27,86,55,33,207.3336639391934,1,23.409103645521316,61,2,12252,50.3,592,0
Male,45,5,80763,69,49,98,58,71,201.1002611285418,2,11.011978421457481,52,4,60223,56.05,574,0
Male,56,8,62450,58,36,5,37,23,191.05613355701763,1,22.535715412555334,74,2,40287,46.05,582,0
Female,56,6,56759,54,86,100,100,22,48.077852980457,4,15.402572125880592,36,4,43195,57.1,533,0
Male,45,13,64529,44,40,64,46,98,69.87754054518243,1,13.47962456431672,88,0,50615,53.3,618,0
Male,31,13,36334,97,35,96,86,41,186.43852868779248,5,8.970665582570925,23,4,28808,59.35,520,0
Male,55,15,68534,63,46,17,32,69,158.96878466579528,0,16.984675772297482,86,2,39748,57.3,625,0
Female,21,15,68452,66,25,54,36,83,174.78891557864586,2,11.39894957463921,84,1,45011,52.65,601,0
Male,59,11,11511,59,61,66,80,29,183.3862771838303,0,23.981705939510814,91,1,3600,54.15,633,0
Female,35,10,45965,50,35,56,37,75,222.27294194347013,0,12.048418813946718,38,4,48187,48.7,448,0
Male,42,16,44440,88,64,18,36,35,167.0285890591362,0,17.975355271565903,45,2,48456,63.0,518,0
Female,24,7,68118,100,22,73,75,56,95.11348573511208,3,17.495129840768712,55,4,42284,60.65,612,0
Female,55,16,90263,93,59,83,67,74,56.60318740430071,1,13.725977168113264,71,4,57379,69.2,643,0
Male,45,11,54217,62,39,10,35,41,126.41694581755574,5,22.485094221319212,20,0,36196,50.8,589,0
Female,22,5,36139,74,26,95,44,51,181.96991308901735,1,11.115149958712857,100,2,19325,46.0,544,0
Male,20,13,90330,35,78,83,84,63,96.38028014724239,0,21.890001680177996,57,4,58570,56.9,618,0
Female,48,8,73517,87,30,54,46,100,64.01586314494426,1,11.527143436036019,33,3,43148,65.1,656,1
Male,59,10,17785,88,71,95,33,92,239.74848209359567,3,8.664676582482294,64,3,5613,68.0,601,0
Male,37,10,59740,61,22,36,69,71,123.77487305220963,6,24.04547506884965,41,3,23974,54.75,600,0
Female,36,15,85202,60,40,85,48,52,83.26295829510754,1,18.83407293696728,55,4,30922,47.1,628,0
Male,28,7,75632,69,72,3,100,21,72.91118775803542,1,18.71814151141543,30,2,37137,67.6,683,1
Male,57,8,18950,25,49,12,47,33,212.55647597990233,0,12.505769689471217,23,0,7197,42.2,579,0
Female,20,17,69642,94,30,69,40,80,203.92077565236275,2,10.365894809384326,71,3,33717,60.8,626,0
Male,40,15,56169,72,100,92,43,84,162.66411781255033,6,20.00303197112656,61,4,17032,70.65,645,0
Male,24,14,77209,36,44,57,65,49,149.43710221581375,2,16.818565254493276,98,4,84236,45.65,504,0
Female,40,7,72278,76,69,1,79,46,230.28780095766828,1,13.404456140216984,33,2,28000,71.0,731,1
Female,24,17,43488,86,28,59,39,83,85.65352467154709,6,13.385389194463254,33,4,42273,59.35,537,0
Male,51,10,41277,35,64,88,71,52,123.0787191930363,0,23.11736726231695,66,2,15753,48.75,602,0
Male,59,5,50041,71,48,31,41,72,44.93300036428113,2,23.124354776010353,100,0,27475,60.75,648,0
Female,36,12,8534,53,81,62,87,99,123.71795343325878,5,12.6686574848246,86,0,8988,72.8,502,0
Female,26,12,85221,100,34,59,35,29,116.84330404613844,6,21.500592063726636,39,4,46755,53.65,623,0
Male,35,13,75672,39,38,25,40,46,229.89864787802162,2,11.853586361062577,49,1,62331,43.9,594,0
Female,58,10,76121,99,34,89,63,56,111.64648710737606,4,21.735291767032557,73,0,42218,59.95,653,1
Male,59,5,97894,75,58,21,81,21,206.9578518694154,2,10.146820113314735,53,2,103210,61.25,547,0
Male,42,7,79090,70,54,73,40,62,193.31873190294286,5,20.88863525824356,25,4,24389,55.6,664,1
Male,31,5,61310,72,32,86,30,38,69.45440999659729,3,17.4466237731852,92,1,30710,43.1,576,0
Male,42,17,6634,68,35,3,79,30,232.54344458105922,5,9.999533284752388,86,0,4183,56.7,548,0
Male,36,9,21908,23,86,15,56,71,166.19315003450913,6,18.467807612995543,75,2,21022,59.5,558,0
Female,56,7,26310,37,74,62,63,51,159.31010545960072,4,11.270945363405804,28,4,19953,53.05,507,0
Female,32,6,85653,55,84,41,41,99,42.34108881851996,0,11.300035532667794,84,2,87009,69.35,584,0
Female,33,7,72258,54,54,32,85,100,179.84215872870544,5,15.604913492922888,100,4,72762,69.25,531,0
Female,44,13,79147,49,35,12,62,48,51.125772886381945,4,24.39280261606569,99,1,84232,51.15,528,0
Male,57,15,61081,82,20,45,94,55,77.07616237003106,2,23.167925416430364,92,2,27252,60.2,630,0
Male,27,12,66572,40,69,12,40,66,59.72419651744901,7,22.05019535190055,44,2,42462,57.25,586,0
Male,21,17,74400,71,33,32,52,62,115.64118460968201,4,22.469348925889513,35,0,47760,56.55,641,0
Male,36,7,71603,88,81,13,36,71,199.14230042657363,7,16.45390813147235,67,2,28529,74.95,726,1
Female,45,15,96512,60,26,7,55,72,181.47630920529724,0,14.370279599219389,35,0,101925,56.45,566,0
Male,38,6,77807,73,42,89,33,87,61.33902866155961,1,23.027780023602297,46,2,45920,55.85,620,0
Male,31,9,82364,49,82,85,56,24,199.6922385567762,6,9.374821747748848,25,2,66830,49.9,534,0
Female,50,16,36131,75,48,45,50,67,132.1694281013202,3,24.933613000376752,24,0,28302,60.9,589,0
Female,27,16,25386,98,41,0,23,43,46.52615557760963,7,17.400583326702453,55,0,12428,61.7,598,0
Female,36,17,54781,60,99,58,25,20,84.76529205264785,1,17.187840205067598,65,0,41512,54.7,623,0
Female,47,16,66760,33,25,59,69,21,197.0371055935602,0,12.963098199361713,58,1,33718,34.8,487,0
Male,39,5,72370,40,48,48,96,29,186.65994778462442,1,10.896129993040642,57,4,38260,49.4,621,0
Male,20,8,59470,44,21,79,57,82,77.67022462917855,3,19.564991663253778,61,3,44031,45.5,568,0
Female,54,12,58283,69,83,92,98,78,47.599812975544886,0,14.149101635827755,88,4,38785,72.55,607,0
Male,58,5,7353,72,55,60,24,25,99.04038879717834,1,13.141560842005656,87,4,4695,47.95,539,0
Male,35,9,18878,67,39,22,57,67,198.9853794392335,3,10.759819803347005,54,4,11603,59.6,551,0
Male,28,16,81668,89,74,4,43,55,227.67809640475645,7,17.097199476654083,41,1,73807,72.25,627,0
Female,19,8,13203,67,56,84,37,67,154.57712698571117,4,18.001173031764665,88,4,6927,54.65,522,0
Male,29,10,15322,23,71,49,51,48,58.22077099389734,1,15.53213404069601,64,1,8429,47.0,553,0
Female,23,11,81831,43,88,35,90,60,140.4172310362219,4,8.204579426385706,25,3,62474,66.9,644,0
Male,57,13,63775,50,89,19,91,92,239.75827443785073,2,16.358445268711332,96,3,68331,77.4,536,0
